**********************
Inicio de la transcripción de Windows PowerShell
Hora de inicio: 20200322175037
Nombre de usuario: DESKTOP-2TAB682\HAG
Usuario RunAs: DESKTOP-2TAB682\HAG
Nombre de la configuración: 
Máquina: DESKTOP-2TAB682 (Microsoft Windows NT 10.0.18363.0)
Aplicación host: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
Id. de proceso: 7932
PSVersion: 5.1.18362.628
PSEdition: Desktop
PSCompatibleVersions: 1.0, 2.0, 3.0, 4.0, 5.0, 5.1.18362.628
BuildVersion: 10.0.18362.628
CLRVersion: 4.0.30319.42000
WSManStackVersion: 3.0
PSRemotingProtocolVersion: 2.3
SerializationVersion: 1.1.0.1
**********************
La transcripción ha comenzado. El archivo de salida es C:\Users\HAG\Documents\PowerShell_transcript.DESKTOP-2TAB682.utloSND0.20200322175037.txt
PS C:\Users\HAG> get-process |ft –Property ID,Name, Responding -AutoSize

   Id Name                                                           Responding
10660 jucheck                                                              True
 1920 jusched                                                              True
 2852 LMS                                                                  True
10860 LockApp                                                              True
  820 lsass                                                                True
 9008 MegaDownloader                                                       True
 2464 Memory Compression                                                   True
11704 Microsoft.Photos                                                     True
 7984 MicrosoftEdge                                                       False
 8424 MicrosoftEdgeCP                                                     False
 8568 MicrosoftEdgeSH                                                      True
 4276 MsMpEng                                                              True
 4560 NisSrv                                                               True
12920 notepad                                                              True
 2216 NVDisplay.Container                                                  True
 2784 NVDisplay.Container                                                  True
 3056 NvTelemetryContainer                                                 True
 9268 OneDrive                                                             True
 3512 pg_ctl                                                               True
 4108 pg_ctl                                                               True
  652 postgres                                                             True
 1004 postgres                                                             True
 4900 postgres                                                             True
 4924 postgres                                                             True
 5180 postgres                                                             True
 5780 postgres                                                             True
 5812 postgres                                                             True
 5892 postgres                                                             True
 6004 postgres                                                             True
 6036 postgres                                                             True
 6136 postgres                                                             True
 6188 postgres                                                             True
 6284 postgres                                                             True
 6456 postgres                                                             True
 6912 postgres                                                             True
 7036 postgres                                                             True
 7932 powershell                                                           True
 2076 PresentationFontCache                                                True
 9148 RAVBg64                                                              True
 7020 RAVCpl64                                                             True
   96 Registry                                                             True
10436 rundll32                                                             True
 2176 RuntimeBroker                                                        True
 5368 RuntimeBroker                                                        True
 5464 RuntimeBroker                                                        True
 7356 RuntimeBroker                                                        True
 7844 RuntimeBroker                                                        True
 8340 RuntimeBroker                                                        True
10140 RuntimeBroker                                                        True
10288 RuntimeBroker                                                        True
12096 RuntimeBroker                                                        True
12200 RuntimeBroker                                                        True
 4992 SearchIndexer                                                        True
 9568 SearchUI                                                             True
 9348 SecurityHealthService                                                True
 9228 SecurityHealthSystray                                                True
  812 services                                                             True
 3976 SgrmBroker                                                           True
11736 ShellExperienceHost                                                  True
 7128 sihost                                                               True
12184 SkypeApp                                                             True
 5856 SkypeBackgroundHost                                                  True
 3068 SkypeBridge                                                          True
  404 smss                                                                 True
 6172 SnippingTool                                                         True
 3612 spoolsv                                                              True
 4172 sqlwriter                                                            True
 7992 SSScheduler                                                          True
 3936 StartMenuExperienceHost                                              True
  308 svchost                                                              True
  568 svchost                                                              True
  584 svchost                                                              True
  916 svchost                                                              True
  940 svchost                                                              True
  964 svchost                                                              True
 1052 svchost                                                              True
 1316 svchost                                                              True
 1340 svchost                                                              True
 1388 svchost                                                              True
 1408 svchost                                                              True
 1524 svchost                                                              True
 1540 svchost                                                              True
 1620 svchost                                                              True
 1632 svchost                                                              True
 1680 svchost                                                              True
 1744 svchost                                                              True
 1788 svchost                                                              True
 1836 svchost                                                              True
 1924 svchost                                                              True
 1956 svchost                                                              True
 1980 svchost                                                              True
 2052 svchost                                                              True
 2148 svchost                                                              True
 2160 svchost                                                              True
 2200 svchost                                                              True
 2284 svchost                                                              True
 2288 svchost                                                              True
 2328 svchost                                                              True
 2360 svchost                                                              True
 2368 svchost                                                              True
 2380 svchost                                                              True
 2396 svchost                                                              True
 2428 svchost                                                              True
 2524 svchost                                                              True
 2564 svchost                                                              True
 2572 svchost                                                              True
 2584 svchost                                                              True
 2668 svchost                                                              True
 2696 svchost                                                              True
 2760 svchost                                                              True
 2836 svchost                                                              True
 2904 svchost                                                              True
 2916 svchost                                                              True
 3008 svchost                                                              True
 3052 svchost                                                              True
 3168 svchost                                                              True
 3176 svchost                                                              True
 3256 svchost                                                              True
 3300 svchost                                                              True
 3348 svchost                                                              True
 3488 svchost                                                              True
 3688 svchost                                                              True
 3920 svchost                                                              True
 3956 svchost                                                              True
 3968 svchost                                                              True
 4116 svchost                                                              True
 4188 svchost                                                              True
 4220 svchost                                                              True
 4284 svchost                                                              True
 4384 svchost                                                              True
 4396 svchost                                                              True
 4400 svchost                                                              True
 4436 svchost                                                              True
 4764 svchost                                                              True
 4932 svchost                                                              True
 5476 svchost                                                              True
 5480 svchost                                                              True
 5540 svchost                                                              True
 5556 svchost                                                              True
 5648 svchost                                                              True
 6252 svchost                                                              True
 6860 svchost                                                              True
 6908 svchost                                                              True
 7012 svchost                                                              True
 7940 svchost                                                              True
 9096 svchost                                                              True
 9112 svchost                                                              True
11044 svchost                                                              True
12316 svchost                                                              True
    4 System                                                               True
 1580 taskhostw                                                            True
 4212 TeamViewer_Service                                                   True
 1432 UnrealCEFSubProcess                                                  True
 8208 Video.UI                                                             True
12808 WindowsInternal.ComposableShell.Experiences.TextInput.InputApp       True
 4308 WindscribeService                                                    True
  740 wininit                                                              True
 1124 winlogon                                                             True
 9080 WINWORD                                                              True
   76 WUDFHost                                                             True
 8164 YourPhone                                                            True
 8796 YourPhoneServer                                                      True


PS C:\Users\HAG> get-process | ft –Property Name,ID, @{n=’VM (MB)’;e={$_.VM / 1MB}},@{n=’MemoriaFisica (MB)’;e={$_.PM / 1MB}} -AutoSize

Name                                                              Id          VM (MB) MemoriaFisica (MB)
----                                                              --          ------- ------------------
ApplicationFrameHost                                            8020 2101483,46484375        13,80078125
armsvc                                                          3896          42,0625          1,3203125
AsLdrSrv                                                        3504        32,609375          1,2890625
ATKOSD2                                                         2832        99,640625          2,0078125
Betternet                                                       8124      5103,359375          206,78125
browser_broker                                                  1644    2101365,28125         3,24609375
chrome                                                          1564  2101650,8671875          38,109375
chrome                                                          2276 2105779,98046875         65,6328125
chrome                                                          2896  2102805,9921875        576,6640625
chrome                                                          3312  2105739,7421875        46,53515625
chrome                                                          3368      2135186,375         338,515625
chrome                                                          4644     2105796,6875       160,51953125
chrome                                                          4716       2105953,25       137,19140625
chrome                                                          4908     2105676,3125        12,57421875
chrome                                                          5624  2106089,8984375         279,734375
chrome                                                          6812  2105821,2734375        108,8828125
chrome                                                          7436 2105753,00390625        60,26171875
chrome                                                          7460  2101373,0703125         1,95703125
chrome                                                          7544 2105926,31640625        167,0859375
chrome                                                          7936 2107076,26953125         664,203125
chrome                                                          8120     2105700,5625        21,48046875
chrome                                                          8544 2105775,49609375          85,515625
chrome                                                          8584 2105797,71484375        68,54296875
chrome                                                          8616   2101558,359375         7,00390625
chrome                                                          9128     2105702,5625        22,55859375
chrome                                                          9280  2105776,2734375       122,62890625
chrome                                                          9396 2101390,80859375          1,6953125
chrome                                                          9516 2105900,87109375        132,1953125
chrome                                                          9524   2105997,890625          218,84375
chrome                                                          9812  2105700,5703125        18,11328125
chrome                                                         10184  2105814,1171875       108,30078125
chrome                                                         10348  2105815,1796875         107,796875
chrome                                                         10488  2105854,2421875        108,3671875
chrome                                                         10568  2105814,1171875       109,58984375
chrome                                                         10748  2105873,8046875         66,7578125
chrome                                                         10788 2105845,15234375           122,8125
chrome                                                         10892   2105807,609375          106,21875
chrome                                                         10908   2105806,109375       107,18359375
chrome                                                         11124  2105817,6796875       105,73828125
chrome                                                         11320 2105812,44140625         106,828125
chrome                                                         11624          2105828        85,81640625
chrome                                                         13156  2105739,7421875        45,68359375
CompPkgSrv                                                      4356     2101338,8125          1,5546875
conhost                                                         4916    2101343,09375         6,55078125
conhost                                                         4980    2101343,09375         6,53515625
conhost                                                         8712 2101403,69140625         6,68359375
csrss                                                            640 2101340,35546875         1,74609375
csrss                                                            784 2101402,90234375         2,44921875
ctfmon                                                          1460  2101368,8046875            4,03125
dasHost                                                         2320  2101332,1484375          4,6796875
dllhost                                                         3120   2101334,578125         1,73828125
dllhost                                                         7804  2101424,8671875           4,078125
DMedia                                                          5192       70,5859375          1,6328125
dwm                                                             1260 2101785,23828125        91,69140625
EpicGamesLauncher                                               9356     4849,7421875        182,7734375
esif_assist_64                                                  4460    4178,19140625          1,3203125
esif_uf                                                         3988     4168,9765625          1,6328125
explorer                                                        4852     2102108,9375         84,3359375
FNPLicensingService64                                           4024    4192,76953125           2,390625
fontdrvhost                                                      984   2101315,921875          1,7421875
fontdrvhost                                                     1184 2101327,59765625              3,125
GoogleCrashHandler                                              2920          47,8125          1,6953125
GoogleCrashHandler64                                            3584    4181,96484375         1,68359375
HControl                                                        3296       77,5390625            2,03125
httpd                                                           3408       50,1640625         2,91015625
httpd                                                           5696      86,04296875            9,09375
ICEsoundService64                                               4044    4166,33203125         2,86328125
Idle                                                               0        0,0078125         0,05859375
igfxCUIService                                                  2596 2101325,37109375          1,7109375
igfxEM                                                          1292   2101415,734375         6,40234375
IntelCpHDCPSvc                                                  3912 2101321,91796875         1,46484375
IntelCpHeciSvc                                                  4268    2101315,84375          1,3046875
jhi_service                                                     1872        39,796875         1,32421875
jucheck                                                        10660      94,88671875         3,06640625
jusched                                                         1920       87,2734375         2,32421875
LMS                                                             2852       62,4609375          3,4140625
LockApp                                                        10860  2101672,6171875        12,62890625
lsass                                                            820 2101334,55859375         7,32421875
MegaDownloader                                                  9008       4886,15625          53,109375
Memory Compression                                              2464             1081         2,18359375
Microsoft.Photos                                               11704    5069,05859375        46,96484375
MicrosoftEdge                                                   7984   2101808,640625        22,94921875
MicrosoftEdgeCP                                                 8424   2134220,640625          5,6484375
MicrosoftEdgeSH                                                 8568   2134168,109375         3,73828125
MsMpEng                                                         4276 2102100,83203125         416,359375
NisSrv                                                          4560    2101340,53125         4,73828125
notepad                                                        12920 2101397,53515625             2,6875
NVDisplay.Container                                             2216     4207,0703125         3,55859375
NVDisplay.Container                                             2784     4325,8828125        26,02734375
NvTelemetryContainer                                            3056 2101353,61328125           3,765625
OneDrive                                                        9268     406,09765625         28,2109375
pg_ctl                                                          3512     4190,3203125         1,56640625
pg_ctl                                                          4108      4189,984375         1,50390625
postgres                                                         652     4346,1171875           2,359375
postgres                                                        1004     4347,1171875         2,92578125
postgres                                                        4900     4393,0078125         3,83984375
postgres                                                        4924    4394,00390625            3,21875
postgres                                                        5180    4345,61328125          2,9140625
postgres                                                        5780    4349,61328125         2,63671875
postgres                                                        5812    4350,18359375          2,0703125
postgres                                                        5892    4345,61328125         2,59765625
postgres                                                        6004    4345,61328125          3,2265625
postgres                                                        6036    4345,61328125         2,89453125
postgres                                                        6136     4346,1171875           2,359375
postgres                                                        6188     4346,1171875           2,046875
postgres                                                        6284    4345,61328125           2,890625
postgres                                                        6456     4347,1171875         2,98046875
postgres                                                        6912     4346,1171875           2,328125
postgres                                                        7036    4345,61328125         3,19140625
powershell                                                      7932 2101939,28515625          105,28125
PresentationFontCache                                           2076    4642,58203125         23,9765625
RAVBg64                                                         9148    4235,23828125         5,87109375
RAVCpl64                                                        7020      4249,640625         4,19140625
Registry                                                          96        166,84375          9,2109375
rundll32                                                       10436   2101340,640625         2,22265625
RuntimeBroker                                                   2176 2101442,30078125          8,7734375
RuntimeBroker                                                   5368    2101380,65625         2,74609375
RuntimeBroker                                                   5464 2101441,80859375          7,9921875
RuntimeBroker                                                   7356  2101411,0859375             6,0625
RuntimeBroker                                                   7844  2101524,6796875         12,8515625
RuntimeBroker                                                   8340 2101336,45703125          1,4765625
RuntimeBroker                                                  10140  2101339,1171875           1,828125
RuntimeBroker                                                  10288    2101396,40625          5,6328125
RuntimeBroker                                                  12096 2101393,61328125           3,828125
RuntimeBroker                                                  12200 2101382,58203125          3,1171875
SearchIndexer                                                   4992 2101522,41796875        37,02734375
SearchUI                                                        9568 2135102,27734375        123,7734375
SecurityHealthService                                           9348      2101353,125         4,00390625
SecurityHealthSystray                                           9228 2101352,05859375             1,6875
services                                                         812      2101310,375         5,17578125
SgrmBroker                                                      3976 2101302,93359375          3,6328125
ShellExperienceHost                                            11736 2101714,30078125         17,4296875
sihost                                                          7128 2101409,45703125         6,94140625
SkypeApp                                                       12184    38207,6015625       177,15234375
SkypeBackgroundHost                                             5856  2101345,5859375          1,9609375
SkypeBridge                                                     3068     4877,0390625        46,91015625
smss                                                             404    2101287,53125         1,13671875
SnippingTool                                                    6172  2101536,8203125         5,45703125
spoolsv                                                         3612  2101348,0859375          5,1953125
sqlwriter                                                       4172       4172,46875         1,81640625
SSScheduler                                                     7992     4198,3984375           1,609375
StartMenuExperienceHost                                         3936  2101793,2890625        32,94140625
svchost                                                          308  2101340,5234375         2,81640625
svchost                                                          568 2101533,91796875          5,2265625
svchost                                                          584    2101317,28125           2,484375
svchost                                                          916 2101366,36328125         8,92578125
svchost                                                          940   2101303,234375         0,88671875
svchost                                                          964  2101395,4296875         12,6796875
svchost                                                         1052 2101328,93359375           2,984375
svchost                                                         1316  2101346,0703125          3,5234375
svchost                                                         1340 2101320,51171875            1,71875
svchost                                                         1388   2101325,234375          1,7734375
svchost                                                         1408 2101334,08984375          2,5234375
svchost                                                         1524     2101348,0625          5,8671875
svchost                                                         1540    2101329,90625         2,48046875
svchost                                                         1620   2101377,328125        26,16796875
svchost                                                         1632  2101321,3984375          1,4609375
svchost                                                         1680 2101372,06640625         4,94140625
svchost                                                         1744 2101320,59765625          2,0078125
svchost                                                         1788 2101328,82421875         2,70703125
svchost                                                         1836 2101315,34765625          1,3828125
svchost                                                         1924 2101330,45703125         1,94140625
svchost                                                         1956 2101325,67578125           1,609375
svchost                                                         1980   2101352,921875            14,5625
svchost                                                         2052     2101337,9375          6,7578125
svchost                                                         2148  2101316,0390625         1,40234375
svchost                                                         2160   2101321,328125          1,9453125
svchost                                                         2200 2101318,65234375         4,66796875
svchost                                                         2284 2101326,01171875           2,171875
svchost                                                         2288 2101327,80859375          1,7890625
svchost                                                         2328 2101316,09765625         1,63671875
svchost                                                         2360 2101318,85546875          2,0078125
svchost                                                         2368    2101322,78125           1,859375
svchost                                                         2380  2105525,8984375         99,1640625
svchost                                                         2396   2101316,421875          1,2265625
svchost                                                         2428 2101323,26953125         1,82421875
svchost                                                         2524 2101328,02734375         2,12109375
svchost                                                         2564  2101347,5859375          4,7890625
svchost                                                         2572  2101328,4921875         2,55859375
svchost                                                         2584  2101330,4609375          2,1171875
svchost                                                         2668  2101320,3046875         1,69921875
svchost                                                         2696  2101373,5546875         2,18359375
svchost                                                         2760  2101314,2265625         1,35546875
svchost                                                         2836 2101331,28515625          3,2734375
svchost                                                         2904 2101380,87890625             3,3125
svchost                                                         2916      2101322,375         3,00390625
svchost                                                         3008  2101411,9609375            4,09375
svchost                                                         3052 2101322,24609375         2,55859375
svchost                                                         3168 2101385,59765625         6,78515625
svchost                                                         3176 2101321,08984375         1,73828125
svchost                                                         3256  2101327,4765625         2,61328125
svchost                                                         3300 2101326,76953125           2,234375
svchost                                                         3348  2101364,0546875             5,6875
svchost                                                         3488 2101350,49609375         2,72265625
svchost                                                         3688 2101374,26953125        11,51171875
svchost                                                         3920 2101466,07421875         6,16015625
svchost                                                         3956 2101561,68359375        26,09765625
svchost                                                         3968 2101406,01953125         14,5703125
svchost                                                         4116 2101317,05859375         1,51953125
svchost                                                         4188 2101328,15234375         1,84765625
svchost                                                         4220 2101313,48828125          1,2578125
svchost                                                         4284  2101312,7890625         1,24609375
svchost                                                         4384  2101373,2890625             4,9375
svchost                                                         4396 2101327,35546875            2,53125
svchost                                                         4400   2101333,734375            3,46875
svchost                                                         4436 2101320,29296875          1,7109375
svchost                                                         4764   2101321,078125         1,48828125
svchost                                                         4932  2101339,9140625          3,2890625
svchost                                                         5476   2101318,953125         1,49609375
svchost                                                         5480 2101333,46484375         2,02734375
svchost                                                         5540 2101445,79296875         8,42578125
svchost                                                         5556   2101326,046875            2,90625
svchost                                                         5648 2101372,43359375         7,81640625
svchost                                                         6252 2101351,46484375             3,1875
svchost                                                         6860 2101328,51171875            1,78125
svchost                                                         6908  2101362,9140625           4,234375
svchost                                                         7012    2101357,21875          4,5703125
svchost                                                         7940 2101355,45703125         4,14453125
svchost                                                         9096 2101337,96484375         2,76953125
svchost                                                         9112 2101369,33203125         16,5703125
svchost                                                        11044  2101325,4453125         2,30859375
svchost                                                        12316  2101320,2890625           1,578125
System                                                             4           8,8125           0,203125
taskhostw                                                       1580  2101437,8359375         6,32421875
TeamViewer_Service                                              4212              121              6,375
UnrealCEFSubProcess                                             1432      4744,640625         52,1015625
Video.UI                                                        8208 2101792,54296875        21,05859375
WindowsInternal.ComposableShell.Experiences.TextInput.InputApp 12808 2101642,12109375           10,96875
WindscribeService                                               4308    4166,56640625         1,41015625
wininit                                                          740   2101314,015625          1,3671875
winlogon                                                        1124 2101345,54296875         2,76953125
WINWORD                                                         9080        4937,1875          120,59375
WUDFHost                                                          76  2101354,7265625        24,08984375
YourPhone                                                       8164 2101701,15234375        15,51953125
YourPhoneServer                                                 8796 2101369,89453125          2,9609375


PS C:\Users\HAG> Get-EventLog -List | ft @{n='NombreLog';e={$_.LogDisplayName}},@{n='Per-Retencion';e={$_.MinimumRetentionDays}}

NombreLog                            Per-Retencion
---------                            -------------
Aplicación                                       0
Eventos de hardware                              0
Internet Explorer                                7
Servicio de administración de claves             0
Microsoft Office Alerts                          0

Sistema                                          0
